3363,Jagruti Charitable Trust Blood Bank Dhoraji,Gujarat,Rajkot,"Jagruti Charitable Trust Blood Bank, Azad Chowk, Three Gate, Dhoraji, Rajkot",02824 222485
3364,GMERS Medical College Attach Sir Pratap General Hospital Blood Bank,Gujarat,Himmatnagar,"Blood Bank, GMERS Medical College Attach Sir Pratap General Hospital, Himmatnagar, Sabarkantha","02772 246618, 02772 241551"
3365,Indian Red Cross Society Blood Bank Himmatnagar,Gujarat,Himmatnagar,"Blood Bank., Indian Red Cross Society Sabarkantha District Branch, Sheth Shri Jamanadas Madhavji Tanna , Red Cross Bhavan, Nr. G.P.O., State Highway, 
Himmatnagar, Sabarkantha","02772 240789, 02772 245110"
3366,Patel Voluntary Blood Bank Modasa,Gujarat,Sabarkantha,"Patel Voluntary Blood Bank, Dr. Yogesh Upadhyay&#39;s Hospital, Siddhi Vinayak Comlpex, Shamlaji Road, Modasa, 
Sabarkantha",""
3367,Trimurti Blood Bank,Gujarat,Sabarkantha,"Trimurti Blood Bank, B/H Trimurti Hospital, B/H Bus stop, Srinagar, Idar - 383430, Sabarkantha",02778 251763
3368,Late N.H. Ramani Memorial Voluntary Blood Bank and Navchetan Pathology Lab Modasa,Gujarat,Sabarkantha,"Late N.H. Ramani Memorial Voluntary Blood Bank and Navchetan Pathology Lab, 2nd floor, Upasana Complex, Nr. S.T. Stand, Modasa, Sabarkantha.","02774 247890, 02774 243690"
3369,New Civil Hospital Blood Bank,Gujarat,Surat,"Blood Bank, The New Civil Hospital, Outside Majura Gate, 
Surat","0261 2230909, 0261 2244456 (ext 312), 0261 2244457, 0261 2244458, 0261 2244459, 0261 2208312"
3370,Surat Raktdan Kendra,Gujarat,Surat,"Surat Raktdan Kendra, Udhna Khatodara Health Centre, 
Near Chosath Joganiyo Mataji Mandir, Udhna, Magdalla Road, Surat.","0261 2630114, 0261 2635533"
3371,"Lok Samarpan Raktadan Kendra, Surat",Gujarat,Surat,"Lok Samarpan Raktadan Kendra Blood Bank, 
15, Miranagar, Opp.Saurastra Bhavan,
Mini Bazar, Varachha Road, 
Surat","0261 2553020, 0261 2547575"
3372,Shree Mahavir Health And Medical Relief Society Blood Bank,Gujarat,Surat,"Blood Bank, Shree Mahavir Health And Medical Relief Society, Shri B.D.Mehta  Mahavir Heart Institute, Shree Mahavir Health Campus,  Athwagate, Ring road, Surat","0261 2471770, 0261 2462116"
3373,Shree Sardar Smarak Hospital Blood Bank,Gujarat,Surat,"Blood Bank, Shree Sardar Smarak Hospital Blood Bank, 
Station Road, Sardar Baug, Bardoli, Surat","02622 220089, 02622 220507"
3374,SMIMER Hospital Blood Bank,Gujarat,Surat,"Blood Bank, Surat Municipal Institute for Medical Education and Research, (SMIMER), Umarwada, Surat","0261 2368040, 0261 2368041, 0261 2368042, 0261 2368043, 0261 2368044 (Extn.1728,1729)"
3375,Surat Health Care Foundation Blood Bank,Gujarat,Surat,"Blood Bank, Aminaben Gangat and Ayeshaben Patel Blood Bank, Surat Health Care Foundation, C/o. Lokhat Hospital, Nr. Rampura Petrol Pump, Rampura, Surat","0261 2401362, 0261 2400094"
3376,General Hospital Surendranagar Blood Bank,Gujarat,Surendranagar,"Blood Bank, General Hospital, Surendranagar",02752 222052
3377,C. U. Shah Medical College and Hospital Blood Bank,Gujarat,Surendranagar,"Blood Bank, C. U. Shah Medical College and General Hospital, Dudhrej Road, Surerndranagar","02752 287041, 02752 287000, 02752 287001, 02752 287002"
3378,Sharddha Voluntary Blood Bank and Pathology Laboratory Dhangadhra,Gujarat,Surendranagar,"Shraddha Vol. Blood Bank and Pathology Laboratory, Halani Chamber, 1st floor, Zala Road, Dhangadhra, Surendranagar",02754 280301
3379,Laxmiben Kushalbhai Patel Blood Bank,Gujarat,Tapi,"Laxmiben Kushalbhai Patel Blood Bank, 1st Floor, Janak Smarak  Hospital, Kanpura, Vyara, Tapi",02626 220251
3380,Maliba Raktdan Kendra (IRCS),Gujarat,Vyara,"Blood Bank, Indian Red Cross Society, Maliba Raktadan Kendra, Bhikhiba Redcross Bhavan, Vilasini K. Desai aarogya Sankul, Near Vanchetana, Near Kakrapar, Vyara, Tapi",02626 290181
3381,S. S. G. Hospital Vadodara,Gujarat,Vadodara,"Blood Bank, The Government Medical College and S.S.G. Hospital, Vadodara",0265 2424848
3382,Jamnabai Blood Bank,Gujarat,Vadodara,"Blood Bank, Jamnabai General Hospital, Vadodara",0265 2517400
3383,"Medical Care Centre Trust, Shri Jalaram Blood Bank, Vadodara",Gujarat,Vadodara,"Medical Care Centre Trust, Shri Jalaram Blood Bank, Kashiben Gordhandas Patel Children Hospital,Surajben Gordhanbhai Patel Women&#39;s Hospital, Jalaram Marg, 
Karelibaug, Vadodara",0265 2464130
3384,Suraktam Blood Bank Vadodara,Gujarat,Vadodara,"Suraktam Blood Bank, G-7, Blue Chip Building, Near Stock Exchange, Sayajiganj, Vadodara","0265 2363660, 0265 2225903"
3385,Kailash Cancer Hospital & Research Centre Blood Bank.,Gujarat,Vadodara,"At: Muni seva ashram, po: Goraj, Tal : Waghodiya, Dist : vadodara, State : Gujarat.","0265 3961300, 0265 3961357"
3386,GMERS Medical College and General Hospital Blood Bank,Gujarat,Vadodara,"Blood Bank, GMERS General Hospital and Medical College, 
Gotri","0265 2398008, 0265 6541395"
3387,Indu Blood Bank Vadodara,Gujarat,Vadodara,"Indu Blood Bank, III Floor, Vinraj Plaza, Opposite to Government Press, Khoti, Vadodara","0265 2437676, 0265 2411477"
3388,Dhiraj General Blood Bank Vadodara,Gujarat,Vadodara,"Dhiraj General Blood Bank, Mu. Post:-Waghodiya, Pipariya, Vadodara","02668 225264, 02668 245265, 02668 245266"
3389,Bhailal Amin General Hospital Blood Bank,Gujarat,Vadodara,"Blood Bank, Bhailal Amin General Hospital Blood Bank, 
Alembic Road, Vadodara","0265 2307038, 0265 2307039, 0265 2286666"
3390,SBPP Cooperative Bank Foundation Blood Bank,Gujarat,Pardi,"Blood Bank, SBPP Cooperative Bank Foundation Blood Bank of Manav Arogya Seva Kendra,  Jesal Cooperative and Housing Society, Near Pardi Hospital, National Highway-No.-8, Killa Pardi, Valsad",0260 2374422
3391,General Hospital and GMERS Medical College Blood Bank,Gujarat,Valsad,"Blood Bank, GMERS Medical College and General Hospital, 
Halar Road, Valsad","02632 251744, 02632 251911"
3392,Valsad Raktdan Kendra,Gujarat,VALSAD,"Shirin and Jamshed Gulzar Regional Blood Centre,
Valsad Raktdan Kendra (A Voluntary Blood Bank and Research Centre), RNC Free Eye Hospital Compound,
Opp. Mamlatdar Office, Valsad","02632 242944, 02632 253650"
3393,"Nukem Blood Bank, Vapi",Gujarat,Valsad,"Nukem Blood Bank and Haria Rotary Hospital, 
Plot No. 363 A- 364, G.I.D.C., Vapi, Valsad","0260 2430654, 0260 2400053, 0260 6638888"
3394,Smt. Puriben Popat Lakha Blood Bank,Gujarat,Vapi,"Blood Bank, Smt. Puriben  Popat  Lakha Lions Blood Bank sanchalak Lions Club of Vapi Udyognagar Charitable Trust,
Plot No : 366/A, Prashant Park, Near Jain Tample, G.I.D.C, 
Vapi, Valsad","0260 2434600, 0260 2434601"
3395,Military Hospital Blood Bank Ambala,Haryana,Ambala,"Blood Bank, Military Hosptial, Ambala Cantt.",0171 2626557
3396,MM Institute of Medical Sciences and Research Blood Bank,Haryana,Ambala,Mulana,01731 304581
3397,Sanjeevani Blood Bank,Haryana,Ambala,"111, Near Railway Road, Sadar Bazar, Ambala Cantt.",0171 4002002
3398,General Hospital Blood Bank Ambala City,Haryana,Ambala City,"Civil Hospital, Ground Floor, Near Polytechnic Chowk","01712554455, 0171 2552908,"
3399,Philadelphia Mission Hospital Blood Bank,Haryana,Ambala City,"Post box 40, Near RA Chowk, Ambala",0171 2553295
3400,General Hospital Bhiwani Blood Bank,Haryana,Bhiwani,"Bhiwani, Park Colony, Vijay Nagar, Bhiwani,",01664 253014
3401,City Blood Bank,Haryana,Bhiwani,"Circular Road, Bhiwani",""
3402,Gold Field Hospital and Research Centre,Haryana,Ballabgarh,"Village and post office Chhainsa, Ballabgarh, Faridabad.","0129 2209395, 0129 2209390"
3403,Badshah Khan General Hospital Blood Bank,Haryana,Faridabad,"New Industrial Township, Faridabad",0129 2411881
3404,Escorts Hospital and Research Center Limited Blood Bank,Haryana,Faridabad,"Neelam Bata Road, NIT Faridabad.","0129 2466022, 0129 2466020"
3405,M/s Sunflag Hospital and Research Centre Blood Bank,Haryana,Faridabad,"M/s Sunflag Hospital and Research Centre, Sector-16A,  Faridabad","0129 4199156, 0129 4199159"
3406,Sarvodaya Hospital and Research Centre,Haryana,Faridabad,"YMCA Road, Sector-8, Near ESI Hospital, Faridabad",0129-4184444
3407,QRG Central Hospital and Research Centre Blood Bank,Haryana,Faridabad,"69, Delhi Mathura Road, Near Neelam Flyover, Ajronda Chowk, Sector 20 A,","0129 4090300 (Extn. 1956, 1958, 1962)"
3408,Sant Bhagat Singh Maharaj Ji Charitable Hospital Blood Bank,Haryana,Faridabad,"No - 1697, K Block, NIT, Faridabad,",0129 402 9070
3409,Asian Institute of Medical Sciences Blood Bank,Haryana,Faridabad,"Badkhal Flyover Road, Sector 21-A, Faridabad","0129 4253196, 01294253197"
3410,Metro Heart Institute with Multispecialty,Haryana,Faridabad,"(A Unit of Metro Speciality Hospitals Private Limited) Sector 16A, Near Sunflag Hospital, Faridabad",0129 4277777
3411,General Hospital Blood Bank Fatehabad,Haryana,Fatehabad,"District Blood Tranfusion Center, General Hospital 
Fatehabad",01667-222443
3412,Jagdambe Blood Bank,Haryana,Tohana,"Aggarwal Hospital, Kali Mandir Road, Bhatia Nagar, Tohana, Near Ram Bhawan",01692 230692
3413,Paras Health Care Private Limited Blood Bank,Haryana,Gurugram,"C-1, Sushant Lok City, Phase I, Sector 43, Gurgaon",0124 4585555
3414,Artemis Medicare Services Limited Blood Bank,Haryana,Gurugram,"Artemis Hospital, Sector-51, Gurugram","0124-6767999,  0124 676 7000"
3415,Medanta The Medicity Hospital Blood Bank,Haryana,Gurugram,"CH Baktawar Singh Road, Sector 38, Gurugram,",0124 4141414  Extn 2701
3416,Alchemist Institute of Medical Sciences Blood Bank,Haryana,Gurugram,"Alchemist Institute of Medical Sciences (A Unit of Alchemist Hospitals Limited) DLF Golf Course Road, Sector-53, Saraswati Kunj",0124 4511111
3417,SGT Medical College Hospital and Research Institute Blood Bank,Haryana,Gurugram,"Near Sultanpur Bird Sanctuary, Village Budhera, Gurugram,","0124-2278186,  0124 227 8256"
3418,Park Hospital Blood Bank,Haryana,Gurugram,"Q Block, South City 2, Sohna Road, Main Sec-47,","01244900037, 0124490038"
3419,Fortis Memorial Research Institute Blood Bank,Haryana,Gurugram,"A unit of Fortis Hospitals Limited, Sector - 44, Opposite HUDA City Centre, Gurugram","0124 4962244, 0124 716 2200"
3420,Fortis Memorial Research Institute Blood Bank,Haryana,Gurugram,"Fortis Memorial Research Institute, Sector-44, Opposite HUDA City Centre, Gurgaon","0124 4962251, 01247162200"
3421,"General Hospital Blood Bank, Gurugram",Haryana,Gurugram,"Near Bus Stand, Opposite MCG, Gurugram",0124 2310102
3422,Umkal Blood Bank,Haryana,Gurugram,"H-Block, Palam Vihar, Opposite To Chancellor Club
Near Chiranjiv Bharti Public school",0124-4777000
3423,VPS Rockland Hospital Blood bank,Haryana,Gurugram,"Plot No. 2, Sector 5, IMT Manesar, Gurugram
opposite Raheja square",1244755555
3424,"Columbia Asia Hospital - Palam Vihar, Blood Bank",Haryana,Gurugram,"Block F, Gol Chakkar, Near Ansal Plaza Mall, Palam Vihar,","0124 398 9896, 0124 616 5666"
3425,Paras Hospital Blood Bank,Haryana,Gurugram,C-1 Sushant Lok- 1 Sector-43 Phase- I,"0124-4585500, 0124-4585627"
3426,Nalwa Pathology and Microbiology Laboratory Blood Bank,Haryana,Hisar,"SCF-83, Commercial UE-1, Red Square market","01662-236218, 01662 230699"
3427,Central Medical Centre (CMC) Hospital Blood Bank,Haryana,Hisar,"Near Dabra Chowk Over Bridge, Hisar","01662 237476, 01662 232360"
3428,Haryana Blood Bank,Haryana,Hisar,"16, Model Town, NearJjindal Hospital",0166 2221740
3429,Manglam Blood Bank,Haryana,Hisar,"No 139, NH10-Tosham Road Connection Road, New Model Town, Jindal Hospital Road,","01662 248767, 01662223367"
3430,Hisar Blood Bank,Haryana,Hisar,Hisar,01662 33291
3431,Dr. Anant Ram Janta Hospital Blood Bank,Haryana,Hisar,"Hospital Road, Hisar, Barwala",0169 324 2096
3432,"National Blood Bank, Kharab Hospital Blood Bank",Haryana,Hisar,"47, Near Budhla Sant Mandir, Rishi nagar,",01662 225900
3433,Sarvodaya Blood Bank services,Haryana,Hisar,"Sravodaya Multi Speciality Hospital 
Opp. Red Cross Bhawan, Delhi Road, Hisar",0166 223 1031
3434,General Hospital Blood Bank Hisar,Haryana,Hisar,"Civil Hospital Blood Bank, Near Bus Stand",01662 275566
3436,General Hospital Blood Bank Jhajjar,Haryana,Jhajjhar,Model Town,01251 252410
3439,Gangaputra Hospital and Research Centre Blood Bank,Haryana,Kandela,"Kaithal Road, Kandela",01681 237238
3440,Smt. Indira Gandhi Government Multispeciality Blood Bank,Haryana,Kaithal,"G. H. Sector-18, Bypass Road, Near bus stand, Kaithal By pass",""
3441,Haryana Institute of Medical Sciences (HIMS) Hospital Blood Bank,Haryana,Kaithal,"NH-152, Village-Ujhana, Ambala Road, Kaithal",""
3442,Kapisthal Blood Bank,Haryana,Kaithal,"Plot No. 11, Rishi Nagar, Kaithal
Karnal Road","01746-234874, 01746 226874"
3443,General Hospital Blood Bank Karnal,Haryana,Karnal,"Old Court Road, Karnal",0184 2268899
3444,Nirmal Institute of Medical Sciences and Technology Blood Bank,Haryana,Karnal,"69, Jarnally Colony, Opposite Kalpana Chawla Medical College, Karnal.","0184 2201999, 0184 2202999"
3445,Pandit Ram Prakash Hospital and Kidney Centre Blood Bank,Haryana,Karnal,"Civil Hospital Road, Karnal","0184 2252401,"
3446,Save Life Blood Bank,Haryana,Karnal,"16, Jarnally Colony, 1st floor, Opposite to General Hospital, Karnal","0184 2207557, 0184 2207558"
3447,LNJP District Government Hospital Blood Bank,Haryana,Kurukshetra,"Thanesar, Kurukshetra, SH-6, Kaithal Kurukshetra Road,","0174 429 2716, 01744 293580, 01744 290344"
3448,Kurukshetra Blood Bank,Haryana,Kurukshetra,"SCO.07-08 BASMENT,  Near LIC Building","01744 291914, 01744232010"
3449,Adesh Blood Bank,Haryana,Kurukshetra,"NH - 1, Near Ambala Cantt., Village Mohri, TEHSIL. SHAHBAD (M)","01744-332000, 332001, 332002"
3450,Civil Hospital Narnaul,Haryana,Narnaul,"New Mohalla Mandi, Narnaul",01282-254288
3451,General Hospital Blood Bank Mandikhera,Haryana,Mandikhera,"Mandikhera, Mewat",1268661022
3452,Shaheed Hasan Khan Mewati Government Medical College Blood Bank,Haryana,Nuh,"Nalhar, Tehsil Nuh, Mewat",01267 282007
3453,Diamond Blood Bank LLT,Haryana,Palwal,"Om premia Hospital, 56 km Stone,NH-2, Delhi Mathura Road, Palwal, Faridabad",01275 240240
3454,General Hospital Blood Bank Palwal,Haryana,Palwal,New Sohna Road,01275 240099
3455,Command Hospital Blood Bank,Haryana,Panchkula,"Chandimandir Cantonment, Panchkula",""
3456,Alchemist Hospital Panchkula Blood Bank,Haryana,Panchkula,"Sector 21, Panchkula","0172-7122960, 0172-7122967, 0172 7122966, 0172 7122967"
3457,District Hospital Panchkula Blood Bank,Haryana,Panchkula,"Civil Hospital Blood Bank, Sector 6",0172 256 7228
3458,N.C. Medical College and Hospital Blood Bank,Haryana,Israna,"N.C. Medical College and Hospital, Panipat-Rohtak Road, Israna, Panipat",""
3459,Red Cross Blood Bank,Haryana,Panipat,"Indian Red Cross Society, Red Cross Bhawan, G.T. Road",0180 4002049
3460,Prem Blood Bank,Haryana,Panipat,"A unit of Lala Harbhagwan Dass Memorial & Dr. Prem Hospital Pvt. Ltd., Bishan Sarop Colony, Opp Bus Stand,","0180 2697191, 0180 2635900, 01804008431"
3461,Bharat Blood Bank,Haryana,Panipat,"467-D/4, West Press Colony, Near Bust Stand, Sukhdev Nagar",0180 4019800
3462,Panipat Blood Bank,Haryana,Panipat,"332-R Model Town, Near Ramlal Chowk","0180 4011150, 01802697887"
3463,Cygnus Maharaja Aggarsain Hospital Blood Bank,Haryana,Panipat,"Desraj Colony,Devi Mandir Area",""
3464,Rewari Blood Bank,Haryana,Rewari,"Shree Krishna Medical And Social Welfare Society, 53-RL, Model Town","01274 222607, 01274 222955"
3465,General Hospital Rewari Blood Bank,Haryana,Rewari,"Room No. 16, Government / Civil Hospital Blood Bank,  
Kayasthwara Mohalla,","01274 253101,  01274 254 743"
3466,Bharti Blood Bank,Haryana,Rewari,Rewari,""
3467,Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences (PGIMS) Blood Bank,Haryana,Rohtak,"Medical Road, Maharishi Dayanand University,
Rohtak","01262 211306, 01262 212306,  01262 281 304"
3468,General Hospital Blood Bank Sirsa,Haryana,Sirsa,"Room No 25, G.H Sirsa, Near Jhunthra Dharmsala Sirsa","01666241155, 01666 240122"
3469,Shiv Shakti Blood Bank,Haryana,Sirsa,"Guru Gobind Singh Marg, B Block,Opposite to Valmiki Chowk","01666 234735, 01666 234117"
3470,Bapu Maghar Singh Ji International Blood Bank,Haryana,Sirsa,"Shah Satnam Singh Ji Speciality Hospital, 
Nohar Bhadra Road,Shahpur Begu, Near Shah Satnam Ji Dham, Dera Sacha Sauda","0166 6238687, 01666238659"
3471,Bapu Maghar singh ji,Haryana,Sirsa,Sirsa,""
3472,General Hospital Blood Bank Sonipat,Haryana,Sonipat,"Delhi Road, Near Maharana Pratap Chowk",0130 2231931
3473,Sonipat Blood Bank,Haryana,Sonipat,"Near Saxsena Hospital, Sector-14
TO Scheme No. -15",0130 2218999
3474,Bhagat Phool Singh Government Medical College for Women Blood Bank,Haryana,Sonipat,"Kanpur Kalan, Sonipat","01263 283041, 01263 283063"
3475,Shree MAA Blood Bank,Haryana,Jagadhri,"1st Floor, Goel Hospital, Jagadhri, Yamunanagar.
Opp Sapphire hotel, railway road, Near Krishna Bajaj auto agency",01732 646206
3476,MLGH Trauma Centre Yamuna Nagar Blood Bank,Haryana,Yamunanagar,"Civil Hospital Blood Bank, Jagadhari, Above Trauma Center, 
Yamunanagar",0173 220 0106
3477,Bilaspur Regional Hospital Blood bank,Himachal Pradesh,Bilaspur,"Changer Sector Bilaspur, Near D.C.Office Bilaspur",1978221080
3478,Chamba Regional Hospital Blood Bank,Himachal Pradesh,Chamba,"Regional Hospital, Chamba",01899 222210
3479,Bhota Charitable Hospital Blood Bank,Himachal Pradesh,Bhota,Hamirpur,01972 255096
3480,Hamirpur Regional Hospital Blood bank,Himachal Pradesh,Hamirpur,"Agriculture Colony, Hamirpur,",01972 222223
3481,Dharamshala Zonal Hospital Blood Bank,Himachal Pradesh,Dharamshala,"Zonal Hospital, Dharamshala",01892 227595
3482,Dr Rajendra Prasad Government Medical College (RPGMC) Blood Bank Tanda,Himachal Pradesh,Kangra,"Dr. Rajendra Prasad Government Medical College, Kangra at Tanda",1892267114
3483,"Military Hospital,Yol Cant, Kangra",Himachal Pradesh,Kangra,"Yol Cantt, Kangra",""
3484,Civil Hospital Blood Bank Palampur,Himachal Pradesh,Palampur,"Civil Hospital, Palampur, Kangra",01894 234101
3485,Reckong Peo Regional Hospital Blood Bank,Himachal Pradesh,Reckong Peo,"Reckong Peo, Kinnaur, Himachal Pradesh",01786 222922
3486,Kullu Regional Hospital Blood Bank,Himachal Pradesh,Dhapur,"R.No. 320, Kullu Regional Hospital",01902 224778
3487,Netaji Subhash Chander Bose Zonal Hospital Blood Bank,Himachal Pradesh,Mandi,"Netaji Subhash Chander Bose Zonal Hospital, Mandi",01905 222213
3488,Rohru Civil Hospital Blood Bank,Himachal Pradesh,Rohru,"Rohru, Shimla",01781 240011
3489,Indira Gandhi Medical College Blood Bank Shimla,Himachal Pradesh,Shimla,"Department of BT and IH, Indira Gandhi Medical College, 
Near Lakkar Bazar",0177 2883440
3490,Deen Dayal Updhayay Hospital Blood Bank,Himachal Pradesh,Shimla,"DDU Complex, Shimla",0177 2658940
3491,Kamla Nehru Hospital Blood Bank,Himachal Pradesh,Shimla,"Kamla Nehru Hospital, NH-22, Near Mall Road",0177 2624081
3492,Mahatma Gandhi Medical Services Blood Bank Rampur,Himachal Pradesh,Shimla,"Mahatma Gandhi Medical Services Blood Bank Rampur,
Near Jakh Institute of Nursing",01782 233969
3493,Nahan Regional Hospital Blood Bank,Himachal Pradesh,Nahan,"Regional Hospital, Nahan",01702 223344
3494,Malhotra Super Speciality Hospital Blood Bank,Himachal Pradesh,Baddi,"(A Unit of Malhotra Clinics Private Limited), SCO No. 8, Himuda Bhatoli Kalan, Opp.- Mahavir Spinning Mills, Baddi",01795 275009
3495,Maharishi Markendeshwar Medical College and Hospital Blood Bank,Himachal Pradesh,Lado,"LADO, Sultanpur Road, Kumarhatti, Solan",01792 395175
3496,Solan Regional Hospital Blood Bank,Himachal Pradesh,Solan,"Regional Hospital, Near Lakkar Bazar, Tank Road",01792 220159
3497,Una Regional Hospital Blood Bank,Himachal Pradesh,Una,"Regional Hospital, Una",01975 226064
3498,MMAB memorial District Hospital  Blood Bank Anantnag,Jammu and Kashmir,Anantnag,"MMAB memorial Blood Bank, Janglat Mandi, District Hospital, Anantnag",01923 222170
3499,Baramulla District Hospital Blood Bank,Jammu and Kashmir,Baramulla,"District Hospital, Kanthbagh, Baramulla",01952 234203
3500,Chodana Sub-District Hospital Blood Bank,Jammu and Kashmir,Budgam,"Sub-District Hospital, Chadoora, Budgam",01951 257236
3501,Budgam District Hospital Blood Bank,Jammu and Kashmir,Budgam,"ASYM District Hospital Campus, Near District Court Complex",1951255238
3502,Doda District Hospital Blood Bank,Jammu and Kashmir,Doda,"District Hospital, Doda",01996 233689
3503,District Hospital Blood Bank Ganderbal,Jammu and Kashmir,Ganderbal,Ganderbal,0194 2416158
3504,Government Hospital Blood Bank Gandhi Nagar,Jammu and Kashmir,Jammu,"Government Hospital, Gandhi Nagar, Jammu",0191 2430041
3505,Government Medical College and Hospital Blood Bank,Jammu and Kashmir,Jammu,"Government Medical College and Hospital, Mahesh Pura Chowk, Bakshi Nagar","0191 2584290, 0191 2584291, 0191 2584292"
3506,Sri Maharaja Gulab Singh (SMGS) Hospital Blood Bank,Jammu and Kashmir,Jammu,"Shalamar Road, Indra Chowk, Jammu","0191 2547635, 0191 2547639"
3507,Bee Enn General Hospital Blood Bank,Jammu and Kashmir,Jammu,"Garden Avenue, Bhagwati Nagar, Talab Tillo, Jammu",1912555631
3508,Sainik Asptal Blood Bank Satwari,Jammu and Kashmir,Satwari,"166, Military Hospital, C/o. 56 APO",0191 2456006
3509,Acharya Shri Chander College of Medical Sciences and Hospital Blood Bank,Jammu and Kashmir,Sidhara,"Acharya Shri Chander College of Medical Sciences and Hospital, N.H ByPass P.O Majeen",0191 2662324
3510,Kargil District Hospital (Kargil Ladakh Kashmir Division) Blood Bank,Jammu and Kashmir,Kargil,"District Hospital, Kargil Ladakh Kashmir Division, Jammu and Kashmir",001985-232213
3511,Kathua District Hospital Blood Bank,Jammu and Kashmir,Kathua,"District Hospital, Kathua",01922 234323
3512,Kishtwar District Hospital Blood Bank,Jammu and Kashmir,Kishtwar,"District Hospital, Near Bus stand Kishtwar.",01995 261410
3513,Kulgam District Hospital Blood Bank,Jammu and Kashmir,Kulgam,"Kulgam Quzigund Road, opposite to Fruit mandi Kulgam",01931 260398
3514,Handwara District Hospital Blood Bank,Jammu and Kashmir,Handwara,"Handwara Hwy, Shaheen Colony, Durashpora, Handwara",01955 262054
3515,General Hospital Blood Bank,Jammu and Kashmir,Leh,"153, General Hospital, C/o. 56 APO, Leh Ladakh",01982 254746
3516,SNM Hospital Blood Bank,Jammu and Kashmir,Leh,"SNM Hospital, Main Bazar, Leh",01982 252014
3517,Raja Sukhdev Singh District Hospital Poonch,Jammu and Kashmir,Haveli,"District Hospital, Poonch","01965 220152, 01965 220656"
3518,Pulwama District Hospital Blood Bank,Jammu and Kashmir,Pulwama,"District Hospital, Pulwama",01933 241530
3519,General Hospital Blood Bank (Army),Jammu and Kashmir,Rajouri,"150, General Hospital, Rajouri",01962 263921
3520,Rajouri District Hospital Blood Bank,Jammu and Kashmir,Rajouri,"District Hospital,  kheora, Rajouri",01962 263209
3521,Ramban District Hospital Blood Bank,Jammu and Kashmir,Ramban,"NH1A, Upper Bazaar, Ramban,",01988 266908
3522,District Hospital Blood Bank Sambha,Jammu and Kashmir,Samba,"District Hospital, Near Sabzi Mandi, Samba",9419118345
3523,District Hospital Blood Bank Shopian,Jammu and Kashmir,Shopian,Shopian,01933 261845
3524,Shri Maharaja Hari Singh (SMHS) Hospital Blood Bank,Jammu and Kashmir,Srinagar,"SMHS Road, Near Gold Market, Karan Nagar, Srinagar,","0194 2504801, 0194 2504802 (Extn. 512)"
3525,92 Base Hospital Blood Bank,Jammu and Kashmir,Srinagar,"92 Base Hospital, C/o. 56 APO,  Badami Bagh, Srinagar",0194 24660009 (Extn. 6528)
3526,Sher-I-Kashmir Institute of Medical Sciences (SKIMS) Blood bank,Jammu and Kashmir,Srinagar,"Sher-I-Kashmir Institute of Medical Sciences (SKIMS), 
Anchar, Soura, Srinagar",0194 2401013
3527,Government Lal Ded Hospital Blood Bank,Jammu and Kashmir,Srinagar,"Wazirbagh, Srinagar GPO, Srinagar","0194 2313714, 0194 2313716"
3528,Government Bone and Joint Surgery Hospital Blood Bank,Jammu and Kashmir,Srinagar,"Government Bone and Joint Surgery Hospital, Near Barzulla bridge, Srinagar",1942432135
3529,Jawahar Lal Nehru Memorial Hospital Blood Bank,Jammu and Kashmir,Srinagar,"Jawahar Lal Nehru Memorial Hospital Blood Bank, Rainwari, Srinagar",0194 2507099
3530,Command Hospital Blood Bank,Jammu and Kashmir,Udampur,"Command Hospital, Uttari Kaman, C/o Uttari Kaman, Udhampur",""
3531,Udhampur District Hospital Blood Bank,Jammu and Kashmir,Udhampur,"Udhampur  District Hospital, Near ITI collage",01992-270402
3532,Indian Red Cross Society Blood Bank Bokaro,Jharkhand,Bokaro,"IRCS, Blood bank, Pandit Jawahar lal Nehru Marg, Near Airport, Sector 1 B.S. City","06542 224555, 06542 288137"
3533,Bokaro General Hospital Blood Bank,Jharkhand,Bokaro,"Blood Bank, Bokaro General Hospital, Sector - 4, Bokaro Steel City",6542289076
3534,K.M. Memorial Hospital & Research Center Blood Bank,Jharkhand,Bokaro,"Blood Bank, K.M. Memorial Hospital & Research Center, By Pass Road Chas Bokaro",0651 236188189
3535,Deoghar Sadar Hospital Campus Blood Bank,Jharkhand,Deogarh,"Blood Bank, Sadar Hospital, Deoghar",9431950386
3536,Patliputra Medical college and Hospital (PMCH) Blood Bank Dhanbad,Jharkhand,Dhanbad,"PMCH, Saraidhela, Dhanbad, PO. BCCL Township",0326 2230301
3537,Central Hospital Blood Bank BCCL Dhanbad,Jharkhand,Dhanbad,"Blood Bank, Central Hospital, BCCL, Dhanbad",9470595563
3538,S. N. Chakraborty Memorial Chakraborty Nursing Home Blood Bank,Jharkhand,Dhanbad,"Debraj Complex, Dhansar, Dhanbad",0326 2303621
3539,Dwarka Das Jalan Memorial Hospital Bartand Blood Bank,Jharkhand,Dhanbad,"Blood Bank Dwarka Das Jalan Memorial Hospital Bartand, Dhanbad",3262313525
3540,Dumka Sadar Hospital Blood Bank,Jharkhand,Dumka,"Near Town Hall, Dumka",6434236298
3541,MGM Medical College Hospital Campus Blood Bank Jamshedpur,Jharkhand,Jamshedpur,"Sakchi, Jamshedpur",0657 2230092
